name,price,emi,kilometer,fuel,transmission,link
2018 Hyundai Creta,6.42 lakh,"EMI ₹11,333/m","77,801 km",Petrol,Auto,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-mumbai-10377166748/
2022 Mercedes Benz C Class,38.90 lakh,"EMI ₹66,606/m","49,453 km",Diesel,Auto,https://www.cars24.com/buy-used-mercedes-benz-c-class-2022-cars-mumbai-10330905734/
2021 Nissan MAGNITE,6.18 lakh,"EMI ₹10,905/m","21,415 km",Petrol,Auto,https://www.cars24.com/buy-used-nissan-magnite-2021-cars-mumbai-10347066766/
2015 Honda City,3.68 lakh,"EMI ₹9,691/m","77,971 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-city-2015-cars-mumbai-10356466725/
2021 Jeep Compass,11.34 lakh,"EMI ₹19,417/m","64,274 km",Petrol,Auto,https://www.cars24.com/buy-used-jeep-compass-2021-cars-mumbai-10302767730/
2014 Hyundai Grand i10,2.64 lakh,"EMI ₹8,769/m","37,470 km",Petrol,Manual,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-mumbai-10310862731/
2015 Hyundai Grand i10,2.84 lakh,"EMI ₹13,369/m","87,285 km",CNG,Manual,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-mumbai-10376269743/
2015 Maruti Alto 800,1.83 lakh,"EMI ₹4,830/m","44,526 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-alto-800-2015-cars-mumbai-10379168722/
2016 Maruti Swift,3.39 lakh,"EMI ₹7,541/m","51,772 km",Petrol,Manual,https://www.cars24.com/buy-used-maruti-swift-2016-cars-mumbai-10328960706/
2017 Mahindra KUV 100 NXT,2.61 lakh,"EMI ₹5,107/m","39,838 km",Petrol,Manual,https://www.cars24.com/buy-used-mahindra-kuv-100-nxt-2017-cars-mumbai-10369969789/
2017 Maruti Ertiga,6.12 lakh,"EMI ₹16,125/m","90,953 km",CNG,Manual,https://www.cars24.com/buy-used-maruti-ertiga-2017-cars-mumbai-10383067739/
2016 Volkswagen Ameo,3.22 lakh,"EMI ₹8,479/m","1,06,980 km",Diesel,Auto,https://www.cars24.com/buy-used-volkswagen-ameo-2016-cars-mumbai-10329061735/
2016 Maruti Ertiga,5.65 lakh,"EMI ₹12,573/m","71,206 km",Petrol,Auto,https://www.cars24.com/buy-used-maruti-ertiga-2016-cars-mumbai-10300564700/
2016 Honda City,4.60 lakh,"EMI ₹10,232/m","80,570 km",Petrol,Auto,https://www.cars24.com/buy-used-honda-city-2016-cars-mumbai-10314466740/
2021 MG HECTOR PLUS,10.21 lakh,"EMI ₹17,482/m","72,464 km",Diesel,Manual,https://www.cars24.com/buy-used-mg-hector-plus-2021-cars-mumbai-10372465733/
2021 Tata Tiago,3.94 lakh,"EMI ₹6,955/m","84,169 km",Petrol,Auto,https://www.cars24.com/buy-used-tata-tiago-2021-cars-mumbai-10304368738/
